id_nws, gtype_nws, river, local, lat_cnrfc, lon_cnrfc, gelev_ft_cnrfc, rfc_pnt_type,offname_cnrfc
VRBC1, R, San Luis Rey River        , Valley Center Road          ,33.2625,-116.95417,860, River Other,
SEKC1, R, San Luisito Creek         , Highway 1                   ,35.3558,-120.785,102, River Other, 
CSRC1, G, San Mateo Creek           , Crystal Springs Reservoir   ,37.52972,-122.36195,284, Reservoir Reservoir,
MEDC1, G, San Mateo Creek           , Below Lwr Crystal Spgs Rsvr ,37.52945,-122.35833,160, River Other, San Mateo Ck - Blo Lw CS
NMTC1, G, San Mateo Creek           , San Clemente                ,33.47083,-117.47222,405, River Other,
ONRC1, G, San Onofre Creek          , San Onofre                  ,33.38333,-117.57333,15, River Other,
SCQC1, G, San Pablo Bay             , China Camp State Park       ,38.00111,-122.46028,0, River Other, San Pablo - China Cmp SP
SPXC1, G, San Pedro Creek           , Goleta                      ,34.44861,-119.84,64, River Other,
SPZC1, R, San Pedro Creek           , Stow Canyon                 ,34.44861,-119.83944,64, River Other,
RACC1, G, San Ramon Creek           , San Ramon                   ,37.77306,-121.99361,530, River Other,
SEOC1, R, San Simeon Creek          , San Simeon State Park       ,35.5997,-121.1144,29, River Other,
TIMC1, G, San Timoteo Creek         , Loma Linda                  ,34.06361,-117.27194,1010, River Other,
TOTC1, G, San Timoteo Creek         , Loma Linda                  ,34.06139,-117.26778,1030, River Other,
TMGC1, G, San Tomas Creek           , Mission College Boulevard   ,37.38889,-121.96861,31, River Other,
TMSC1, R, San Tomas Creek           , Above Williams Road         ,37.30694,-121.96278,160, River Other,
VCTC1, G, San Vicente Creek         , San Vicente Lake            ,32.9125,-116.92361,650, Reservoir Reservoir,
SVIC1, G, San Vicente Creek         , San Vicente Reservoir       ,32.91278,-116.92416,663, Reservoir Reservoir,
SUDC1, R, San Ysabel Creek          , Sutherland Reservoir        ,33.11806,-116.78667,2078, Reservoir Reservoir,
HGHC1, G, Sand Canyon Creek         , Highland                    ,34.15472,-117.22667,1520, River Other,
SDYC1, G, Sand Canyon Creek         , Irvine                      ,33.65722,-117.82667,50, River Other,
SDQC1, G, Sandia Creek              , Fallbrook                   ,33.42444,-117.24833,380, River Other,
ADOC1, G, Santa Ana River           , Prado Reservoir             ,33.89056,-117.63639,580, River Other, 
LLEC1, G, Santa Ana River           , Prado Dam                   ,33.89056,-117.63639,566, Reservoir Reservoir,
PDMC1, G, Santa Ana River           , Prado Lake                  ,33.89056,-117.63639,460, Reservoir Reservoir,
SVKC1, G, Santa Ana River           , Seven Oaks Dam              ,34.11556,-117.09389,2230, Reservoir Reservoir,
METC1, R, Santa Ana River           , Above Seven Oaks Reservoir  ,34.14278,-117.06861,2800, River Other,
MWXC1, G, Santa Ana River           , Muni Water Dist Crossing    ,33.96861,-117.4475,685, River Other,
NRAC1, G, Santa Ana River           , Santa Ana                   ,33.74889,-117.90833,70, River Other,
PDDC1, G, Santa Ana River           , Below Prado Dam             ,33.88333,-117.64417,449, River Other, Santa Ana - Blo Prado   
PDOC1, R, Santa Ana River           , Highway 71                  ,33.88472,-117.64417,450, River Other,
SAIC1, R, Santa Ana River           , Costa Mesa - Delhi Canal    ,33.66667,-117.88028,24, River Other,
SRDC1, G, Santa Ana River           , Suppl Gage - Redlands 5NE   ,34.10833,-117.09972,1950, River Other,
SREC1, G, Santa Ana River           , San Bernardino - E Street   ,34.065,-117.29944,940, River Other,
SRVC1, G, Santa Ana River           , 5th Street                  ,33.74889,-117.90833,81, River Other,
SRWC1, G, Santa Ana River           , Mentone                     ,34.10833,-117.09972,1950, River Other,
SNIC1, R, Santa Anita Wash          , Big Santa Anita Reservoir   ,34.18417,-118.01861,796, Reservoir Reservoir,
SCXC1, G, Santa Barbara Canyon Creek, Ventucopa                   ,34.81667,-119.56111,2990, River Other,
VCAC1, R, Santa Clara River         , Victoria Avenue             ,34.235,-119.21583,25, River Forecast,
SCPC1, G, Santa Clara River         , Piru                        ,34.40361,-118.73833,710, River Forecast, 
LKPC1, G, Santa Clara River         , Lake Piru                   ,34.46139,-118.75056,1100, Reservoir Reservoir,
SIWC1, R, Santa Clara River         , Interstate 5                ,34.4261,-118.5786,1060, River Other,
SRFC1, G, Santa Clara River         , Freeman Diversion           ,34.29944,-119.10778,187, River Other,
SRGC1, R, Santa Clara River         , Freeman Diversion Bubbler   ,34.29944,-119.10778,187, River Other,
SRZC1, R, Santa Clara River         , Santa Paula - 12th Street   ,34.34889,-119.05139,273, River Other,
SCCC1, G, Santa Cruz Creek          , Santa Ynez                  ,34.59667,-119.90778,783, River Other,
GRTC1, G, Santa Gertrudis Creek     , Temecula                    ,33.52444,-117.16389,1045, River Other,
YDRC1, G, Santa Margarita River     , Ysidora                     ,33.31111,-117.34639,75, River Forecast,
MGAC1, G, Santa Margarita River     , Pacific Ocean               ,33.23556,-117.4075,-3, River Other, 
SDAC1, R, Santa Margarita River     , Sandia Creek Road           ,33.41333,-117.24139,342, River Other,
SMFC1, G, Santa Margarita River     , Fallbrook PUD Sump          ,33.41361,-117.24028,330, River Other,
SMHC1, G, Santa Margarita River     , Temecula                    ,33.47389,-117.14139,950, River Other, Santa Margarita - Tmcula
SMKC1, G, Santa Maria Creek         , Ramona                      ,33.05222,-116.94472,1300, River Other,
SUYC1, G, Santa Maria River         , Suey Crossing               ,34.96833,-120.40306,250, River Other,
SPKC1, R, Santa Paula Creek         , Santa Paula                 ,34.41333,-119.08139,790, River Other,
SPPC1, G, Santa Paula Creek         , Mupu Road                   ,34.4125,-119.08167,880, River Other,
LSRC1, R, Santa Rosa Creek          , Cambria                     ,35.56722,-121.07361,80, River Other,
SSAC1, G, Santa Rosa Creek          , Santa Rosa                  ,38.43667,-122.72361,138, River Other,
TARC1, G, Santa Rosa Creek          , Santa Rosa - Willowside Road,38.44528,-122.80611,72, River Other,
XDSC1, R, Santa Rosa Creek          , E Street                    ,38.43972,-122.70889,161, River Other,
NRWC1, G, Santa Ynez River          , Narrows                     ,34.63722,-120.42444,85, River Forecast, Santa Ynez - Narrows    
CCAC1, R, Santa Ynez River          , Lake Cachuma                ,34.5825,-119.98167,781, Reservoir Reservoir,
CCHC1, G, Santa Ynez River          , Lake Cachuma                ,34.57917,-119.9775,800, Reservoir Reservoir,
GBRC1, R, Santa Ynez River          , Gibraltar Reservoir         ,34.52333,-119.68194,1550, Reservoir Reservoir,
JNLC1, R, Santa Ynez River          , Jameson Lake                ,34.49194,-119.50694,2200, Reservoir Reservoir,
GBPC1, G, Santa Ynez River          , Above Gibralter Dam         ,34.52611,-119.68556,1450, Reservoir Reservoir,
GBOC1, R, Santa Ynez River          , Gilbralter                  ,34.52417,-119.68583,1240, River Other,
GBTC1, G, Santa Ynez River          , Below Gibralter Dam         ,34.52444,-119.68639,1227, River Other,
JMSC1, G, Santa Ynez River          , Jameson Lake                ,34.49222,-119.50694,2225, River Other,
LLAC1, R, Santa Ynez River          , Los Laureles                ,34.54361,-119.86389,788, River Other,
LLYC1, G, Santa Ynez River          , Los Laureles Canyon         ,34.54361,-119.86389,788, River Other,
SVGC1, G, Santa Ynez River          , Solvang                     ,34.585,-120.14361,380, River Other,
SYHC1, G, Santa Ynez River          , Lompoc - H Street           ,34.66833,-120.45694,57, River Other,
SYRC1, R, Santa Ynez River          , Lompoc                      ,34.64167,-120.43056,110, River Other,
SYYC1, G, Santa Ynez River          , Santa Ynez                  ,34.58917,-119.98778,545, River Other, Santa Ynez - Santa Ynez 
SYZC1, R, Santa Ynez River          , Solvang                     ,34.58194,-120.13611,380, River Other,
SYBC1, G, Santa Ysabel Creek        , Ramona                      ,33.10694,-116.86528,848, River Other,
IRLC1, R, Santiago Creek            , Irvine Lake                 ,33.78333,-117.72611,820, Reservoir Reservoir,
VLPC1, G, Santiago Creek            , Villa Park Reservoir        ,33.81472,-117.765,577, Reservoir Reservoir,
MSTC1, R, Santiago Creek            , Modjeska                    ,33.71278,-117.64417,1210, River Other,
SGCC1, R, Santiago Creek            , Santa Ana                   ,33.76917,-117.88167,120, River Other,
SKAC1, G, Santiago Creek            , Santa Ana 2N                ,33.77028,-117.88389,110, River Other,
SMJC1, G, Santiago Creek            , Modjeska                    ,33.71278,-117.64417,1210, River Other,
PGTC1, G, Saratoga Creek            , Pruneridge Road             ,37.33111,-121.98861,135, River Other,
SOGC1, G, Saratoga Creek            , Saratoga                    ,37.25444,-122.03833,500, River Other,
FTJC1, G, Scott River               , Fort Jones                  ,41.64083,-123.01389,2624, River Forecast, Scott - Fort Jones      
SOBC1, G, Scott River               , Scott Bar                   ,41.77556,-123.03389,1560, River Other,
SKPC1, G, Scotts Creek              , Lakeport                    ,39.09556,-122.96,1400, River Other, 
SECC1, R, Secret Ravine             , Rocklin Road                ,38.78722,-121.22111,245, River Other,
SSPC1, R, Sesepe Creek              , Fillmore                    ,34.45083,-118.925,580, River Other,
SESC1, G, Sespe Creek               , Fillmore                    ,34.45083,-118.925,565, River Forecast,
SBXC1, R, Sespe Creek               , Above Bear Creek            ,34.55806,-119.12056,2866, River Other,
SSWC1, G, Sespe Creek               , Wheeler Springs             ,34.57778,-119.25694,3500, River Other,
SSEC1, R, Sespe Creek East          , Highway 126                 ,34.39361,-118.93944,450, River Other,
SSXC1, R, Sespe Creek West          , Fillmore                    ,34.39389,-118.94972,450, River Other,
SEVO3, G, Sevenmile Creek           , Fort Klamath                ,42.72556,-122.08889,4380, River Other,
DWRC1, G, Shasta River              , Lake Shastina - Dwinnell    ,41.54111,-122.37333,3050, Reservoir Reservoir,
GNDC1, G, Shasta River              , Grenada                     ,41.61,-122.47111,2560, River Other, Shasta - Grenada         
HASC1, G, Shasta River              , Edgewood                    ,41.44806,-122.43083,3010, River Other,
SGXC1, G, Shasta River              , Below County Road A-12      ,41.64917,-122.49917,2490, River Other,
SHGC1, G, Shasta River              , Grenada                     ,41.60861,-122.45611,2434, River Other, Shasta - Grenada        
TAGC1, G, Shasta River              , Montague                    ,41.70917,-122.53694,2458, River Other,
YREC1, G, Shasta River              , Yreka                       ,41.82306,-122.59444,2000, River Other,
SHYC1, G, Shirley Gulch             , Valley Home                 ,37.9025,-120.75972,225, River Other,
MSHA3, R, Short Creek               , Central Street              ,36.99694,-112.97611,4984, River Other,
LSVC1, G, Sierra Valley Diversion   , Near Red Mountain           ,39.3925,-120.30556,6430, River Other,
JNCC1, G, Silver Creek              , Junction Reservor           ,38.85305,-120.45277,4468, Reservoir Reservoir,
SVCC1, G, Silver Creek              , Camino Reservoir            ,38.82389,-120.53833,2754, Reservoir Reservoir,
UNVC1, G, Silver Creek              , Union Valley Reservoir      ,38.86806,-120.44306,4870, Reservoir Reservoir,
LEAC1, G, Silver Creek              , Lake Alpine                 ,38.47139,-120.00278,7260, Reservoir Reservoir,
MSVA3, R, Silver Creek Wash         , Bullhead City               ,35.11444,-114.54333,960, River Other,
SIVC1, G, Silver Fk American River  , Silver Lake                 ,38.66861,-120.12055,7184, Reservoir Reservoir,
GARC1, G, Sisquoc River             , Garey                       ,34.89389,-120.30556,355, River Forecast,
SSQC1, G, Sisquoc River             , Sisquoc                     ,34.83972,-120.16722,624, River Other,
SKDN2, R, Skye Canyon               , Detention Basin             ,36.31139,-115.33167,3035, River Other,
DTFC1, G, Slate Creek               , Tunnel and Diversion        ,39.61583,-121.05194,3505, River Other,
SYIC1, R, Sleepy Hollow Creek       , Fire Station 20             ,37.99167,-122.57611,102, River Other,
SCCN2, G, Sloan Channel             , Charleston Blvd             ,36.15972,-115.04444,1730, River Other,
SCSN2, R, Sloan Channel             , Below East Sahara Avenue    ,36.14333,-115.04278,1710, River Other,
SLON2, G, Sloan Channel Tributary   , Las Vegas Blvd              ,36.22944,-115.07444,1855, River Other,
SYKC1, G, Sly Creek                 , Sly Creek Reservoir         ,39.58167,-121.11389,3538, Reservoir Reservoir,
CREC1, G, Smith River               , Jed Smith                   ,41.78944,-124.05389,110, River Forecast,
FTDC1, G, Smith River               , Doctor Fine Bridge          ,41.88083,-124.13528,0, River Forecast,
LABC1, R, Snodgrass Slough          , Lambert                     ,38.32056,-121.49972,10, River Other,
LATC1, R, Snodgrass Slough          , Lambert                     ,38.32056,-121.49973,12, River Other,
NCKC1, G, Snow Creek                , Whitewater                  ,33.87056,-116.68028,2000, River Other,
SOPC1, G, Soda Creek                , Loma Vista Drive            ,38.37611,-122.28278,200, River Other,
AGCC1, G, Sonoma Creek              , Agua Caliente               ,38.32333,-122.49333,104, River Other,
KWDC1, G, Sonoma Creek              , Kenwood                     ,38.41889,-122.56167,420, River Other, Sonoma Ck - Kenwood     
NOMC1, R, Sonoma Creek              , Below Calabazas Creek       ,38.3625,-122.525,240, River Other,
SOQC1, G, Soquel Creek              , Soquel                      ,36.99139,-121.95472,20, River Other,
SBBN2, G, South Boulder Basin       , Buoy - Boulder City 6NE     ,36.05333,-114.7625,1202, River Other, South Boulder Basin Buoy
SBJC1, R, South Branch Arroyo Conejo, Newbury Park                ,34.18472,-118.91583,618, River Other,
BSDC1, G, South Diversion Canal     , Newville Road               ,39.81,-122.32917,373, River Other,
WPSC1, G, South Fk Mokelumne River  , West Point                  ,38.36889,-120.54639,2023, River Other,
SBKC1, G, South Fork American River , Slab Creek Reservoir        ,38.7725,-120.69945,1850, Reservoir Reservoir,
AKYC1, G, South Fork American River , Kyburz                      ,38.76389,-120.32833,3840, River Other,
CBAC1, G, South Fork American River , Placerville                 ,38.77111,-120.81528,931, River Other,
PLHC1, G, South Fork American River , Pilot Hill                  ,38.76306,-121.00722,500, River Other, SF American - Pilot Hill
SBNC1, G, South Fork Battle Creek   , Manton                      ,40.40583,-121.98055,997, River Other, SF Battle Ck - Manton   
MRNC1, G, South Fork Eel River      , Miranda                     ,40.18222,-123.775,218, River Forecast,
LEGC1, G, South Fork Eel River      , Leggett                     ,39.87472,-123.71944,700, River Other,
LGVC1, G, South Fork Feather River  , Little Grass Valley Rsvr    ,39.72472,-121.02,5049, Reservoir Reservoir, SF Feather - Ltl GV Rsvr
GSRC1, G, South Fork Gualala River  , Sea Ranch                   ,38.70917,-123.42555,40, River Other,
HCTC1, G, South Fork Honcut Creek   , Bangor                      ,39.36833,-121.37167,630, River Other, SF Honcut Ck - Bangor   
DIXN2, G, South Fork Humboldt River , Above Dixie Creek           ,40.685,-115.8125,5140, River Other,
SFHN2, G, South Fork Humboldt River , Above Tenmile Creek - Elko  ,40.62833,-115.72889,5275, River Other,
SKRC1, G, South Fork Kern River     , Onyx                        ,35.7375,-118.17278,2900, River Other,
KGPC1, G, South Fork Kings River    , Above Boyden Cavern         ,36.80889,-118.77805,3779, River Other, SF Kings - A Boyden Cvrn
KRRC1, G, South Fork Kings River    , Above Roaring River         ,36.78695,-118.61667,4850, River Other, SF Kings - Abv Roaring R
MIIC1, G, South Fork Merced River   , Wawona                      ,37.54167,-119.67222,3955, River Other,
MSIC1, G, South Fork Mokelumne River, Staten Island               ,38.11694,-121.49695,0, River Other, SF Mokelumne - Staten Is
MWGC1, G, South Fork Mokelumne River, W Walnut Grove Road         ,38.22556,-121.49111,0, River Other, SF Mokelumne - Wlnut Grv
PLYC1, G, South Fork Pit River      , Likely                      ,41.23083,-120.43611,4508, River Other, SF Pit - Likely         
ICHC1, G, South Fork Silver Creek   , Ice House Reservoir         ,38.82389,-120.36,5454, Reservoir Reservoir,
SPBO3, G, South Fork Sprague River  , Sprague River Park          ,42.37333,-120.96917,4405, River Other,
SSBO3, G, South Fork Sprague River  , Below Fish Hole Creek       ,42.42,-121.05639,4342, River Other, SF Sprague - Blo Fish Hl
HYMC1, G, South Fork Trinity River  , Hyampom                     ,40.65,-123.49306,1211, River Other,
SFMC1, G, South Fork Tule River     , Success                     ,36.04083,-118.85722,746, River Other,
TLRC1, G, South Fork Tule River     , Cholollo Campground         ,36.04833,-118.65333,3696, River Other, SF Tule - Cholollo Cmpgd
TVRC1, G, South Fork Tule River     , Reservation Boundary        ,36.02417,-118.8125,972, River Other, SF Tule - Rsrvation Bdry
TOLC1, G, South Fork Tuolumne River , Oakland Recreation Camp     ,37.81944,-120.01195,2800, River Other,
SWIC1, G, South Fork Willow Creek   , Fruto                       ,39.54111,-122.38861,400, River Other,
SUAC1, G, South Fork Yuba River     , Lake Spaulding              ,39.32639,-120.64222,4810, Reservoir Reservoir,
JNSC1, G, South Fork Yuba River     , Jones Bar                   ,39.29222,-121.10361,1060, River Other,
SLMN2, G, South Lake Mohave         , Buoy - Cottonwood Cove 8SE  ,35.38583,-114.61889,644, River Other, South Lake Mohave Buoy  
TWRN2, G, South Twin River          , Round Mountain              ,38.8875,-117.24445,6300, River Other, South Twin - Round Mtn  
SCBC1, G, Spanish Creek             , Keddie                      ,40.00306,-120.95333,3130, River Other,
SQUC1, G, Spanish Creek             , Quincy                      ,39.94584,-120.9425,3410, River Other,
BTYO3, G, Sprague River             , Beatty                      ,42.44722,-121.2375,4305, River Forecast, Sprague - Beatty        
CHSO3, G, Sprague River             , Chiloquin                   ,42.58472,-121.84861,4202, River Other, Sprague - Chiloquin     
SLPO3, G, Sprague River             , Lone Pine                   ,42.55167,-121.61945,4287, River Other,
SPGO3, G, Sprague River             , Below Brown Creek           ,42.55111,-121.61972,4282, River Other, Sprague - Blo Brown Ck  
XSCC1, R, Spring Creek              , Diversion                   ,38.44028,-122.64833,345, River Other,
SVQC1, R, Spring Valley Creek       , Quarrey Road                ,34.70167,-117.01,240, River Other, 
OBBC1, G, Stanislaus River          , Orange Blossom              ,37.78306,-120.75,117, River Forecast, Stanislaus - Orange Blsm
NMSC1, G, Stanislaus River          , New Melones Lake            ,37.95,-120.53694,1400, Reservoir Reservoir,
TUKC1, G, Stanislaus River          , Tulloch Reservoir           ,37.87611,-120.60333,365, Reservoir Reservoir,
GWKC1, G, Stanislaus River          , Below Goodwin Dam           ,37.85167,-120.63695,425, River Other, Stanislaus - Blo Goodwin
KOTC1, G, Stanislaus River          , Koetitz Ranch               ,37.69972,-121.17,54, River Other,
OKDC1, G, Stanislaus River          , Oakdale                     ,37.77806,-120.8525,120, River Other,
RIPC1, G, Stanislaus River          , Ripon                       ,37.72972,-121.10944,35, River Other, Stanislaus - Ripon      
RPNC1, G, Stanislaus River          , Ripon - Highway 99          ,37.73,-121.10889,35, River Other, Stanislaus - Ripon (99)  
TKFC1, G, Stanislaus River          , Below Tulloch Power Plant   ,37.87611,-120.60416,365, River Other, Stanislaus - Blo Tulloch
KNFC1, G, Stanislaus River          , Goodwin Dam                 ,37.85167,-120.63778,253, Special Special,
LWON2, G, Steamboat Creek           , Little Washoe Lake          ,39.3317,-119.8,5070, River Other,
SCRN2, G, Steamboat Creek           , Steamboat                   ,39.37778,-119.7425,4600, River Other,
SCWN2, G, Steamboat Creek           , Sparks - Cleanwater Way     ,39.51305,-119.71139,4375, River Other,
SGGN2, G, Steamboat Creek           , Geiger Grade                ,39.40222,-119.74389,4543, River Other,
SSLN2, G, Steamboat Creek           , Sparks - Short Road         ,39.46583,-119.7275,4415, River Other,
SSZC1, G, Steamboat Slough          , Below Sutter Slough         ,38.2525,-121.60139,15, River Other, Steamboat Slgh - Blo Sut
STEN2, G, Steptoe Creek             , Ely                         ,39.20139,-114.6875,7440, River Other,
STDC1, G, Stevens Creek             , Stevens Creek Reservoir     ,37.29861,-122.07611,665, Reservoir Reservoir,
SQEC1, G, Stevens Creek             , Above Stevens Ck Reservoir  ,37.27945,-122.07361,580, River Other,
SVXC1, R, Stevens Creek             , Above Highway 85            ,37.395,-122.06889,260, River Other,
SVZC1, G, Stevens Creek             , Below Stevens Ck Reservoir  ,37.30556,-122.07361,404, River Other,
SWPN2, G, Stillwater Slough         , Stillwater Point Reservoir  ,39.47361,-118.59722,3915, River Other,
CKDC1, R, Stockton Diverting Canal  , Cherokee Road               ,37.98611,-121.25861,31, River Other,
BLBC1, G, Stony Creek               , Black Butte Reservoir       ,39.80806,-122.32889,426, Reservoir Reservoir,
SGEC1, G, Stony Creek               , Stony Gorge Reservoir       ,39.58306,-122.53306,800, Reservoir Reservoir, Stony Ck - Stony Gorge  
GZYC1, G, Stony Creek               , Grizzly Flat - Cnty Rd 200A ,39.73167,-122.41389,496, River Other,
RAOC1, G, Stony Creek               , Rainbow Diversion Dam       ,39.37111,-122.605,1297, River Other,
SBQC1, G, Stony Creek               , Below Black Butte Reservoir ,39.81861,-122.325,378, River Other, Stony Ck - Blo Blk Butte
UWNC1, G, Stony Creek               , Suwanna Ranch - Cnty Rd 410 ,39.48472,-122.51389,890, River Other,
SPMC1, R, Strap Ravine              , McLaren                     ,38.73333,-121.24833,162, River Other,
SHCC1, R, Strong Ranch              , Channel Court               ,38.6025,-121.395,46, River Other,
CNNC1, R, Strong Ranch Slough       , Cottage Way                 ,38.60222,-121.39472,50, River Other,
HRYC1, R, Strong Ranch Slough       , Hurley Avenue               ,38.58695,-121.40556,35, River Other,
SNUC1, R, Strong Ranch Slough       , Northrop Avenue             ,38.58167,-121.40916,33, River Other,
SSGN2, G, Stump Spring              , Sandy Valley                ,35.98361,-115.82528,2822, River Other,
GUSC1, G, Sugar Creek               , Callahan                    ,41.32861,-122.8425,3130, River Other,
DSGC1, G, Sugar Cut                 , N of Golden Anchor Boat Club,37.79278,-121.42139,8, River Other, Sugar Cut - N Gldn Anchr
DSUC1, G, Sugar Cut                 , S of Golden Anchor Boat Club,37.78833,-121.41944,35, River Other, Sugar Cut - S Gldn Anchr
POGC1, G, Suisun Bay                , Port Chicago                ,38.05778,-122.0125,0, River Other, Suisun Bay - Pt Chicago 
SUUC1, R, Sulpher Creek             , Pope Street                 ,38.50528,-122.46389,230, River Other,
SPHC1, R, Sulphur Creek             , White Sulphur Springs Road  ,38.49028,-122.48167,310, River Other,
SYQC1, G, Sunnyvale East            , Above US Highway 101        ,37.39472,-122.01028,20, River Other,
SUSC1, G, Susan River               , Susanville                  ,40.41306,-120.66389,4190, River Forecast,
SSJC1, G, Susan River               , Near Standish               ,40.38111,-120.435,4030, River Other,
SUSN2, G, Susie Creek               , Carlin 1N                   ,40.72611,-116.07694,4910, River Other,
LGBC1, G, Sutter Bypass             , Longbridge                  ,39.14806,-121.83778,46, River Other,
PUOC1, G, Sutter Bypass             , Pumping Plant 1             ,38.93195,-121.63416,34, River Other, Sutter Byp - Pump Plant1
PURC1, G, Sutter Bypass             , Pumping Plant 3             ,39.12028,-121.77889,34, River Other, Sutter Byp - Pump Plant3
PUWC1, G, Sutter Bypass             , Pumping Plant 2             ,39.02861,-121.72722,34, River Other,
SBUC1, G, Sutter Bypass             , Road 1500 Pump              ,38.785,-121.655,21, River Other,
SWCN2, G, Sweetwater Creek          , Highway 338                 ,38.44167,-119.13,5870, River Other,
DEHC1, G, Sweetwater River          , Dehesa                      ,32.77417,-116.85028,520, River Other,
SWCC1, G, Sweetwater River          , Descanso                    ,32.83472,-116.62222,3269, River Other,
SWTC1, R, Sweetwater River          , Plaza Bonita Road           ,32.67556,-117.01556,100, River Other,
SYDC1, R, Sycamore Creek            , Sycamore Canyon Dam         ,34.255,-118.79667,810, Reservoir Reservoir,
SYOC1, R, Sycamore Creek            , Sycamore Canyon             ,34.42917,-119.67806,150, River Other,
SCNO3, G, Sycan River               , Beatty                      ,42.48611,-121.27778,4325, River Other,  
TQUC1, G, Tahquitz Creek            , Palm Springs                ,33.805,-116.55833,762, River Other,
DNCC1, R, Tembladero Slough         , Dunes Colony North          ,36.77167,-121.78889,10, River Other,
VLKC1, G, Temecula Creek            , Vail Lake                   ,33.49556,-116.97583,1470, Reservoir Reservoir,
TEKC1, G, Temecula River            , Aguanga                     ,33.45917,-116.92278,1590, River Other,
ONAC1, G, Temescal Creek            , Above Corona Lake           ,33.75028,-117.44583,1190, River Other,
TMCC1, R, Temescal Creek            , Corona                      ,33.88972,-117.56306,595, River Other,
TSLC1, G, Temescal Creek            , Corona - Main Street        ,33.88917,-117.56194,600, River Other,
TPLC1, R, Temple Creek              , South Wagner Road           ,37.87083,-121.09111,89, River Other,
THCC1, R, Thatcher Creek            , Boardman Road               ,34.4448,-119.2217,764, River Other,
LDBN2, R, The Lakes                 , Detention Basin             ,36.12778,-115.27833,2600, River Other,
THCN2, G, Third Creek               , Crystal Bay                 ,39.24056,-119.94556,6234, River Other,
MTWA3, R, Thirteenmile Wash         , US 93                       ,35.26167,-114.16111,3272, River Other,
TWAA3, R, Thirteenmile Wash         , Aquarius Drive              ,35.11639,-114.215,2411, River Other,
TCRC1, G, Thomes Creek              , Paskenta                    ,39.88861,-122.52139,720, River Other,
PMFC1, R, Thompsen Creek            , Sunnyslope Road             ,38.21722,-122.63194,80, River Other,
THMC1, R, Thompson Creek            , Thompson Creek Reservoir    ,34.13944,-117.70889,1600, Reservoir Reservoir,
THQC1, R, Thompson Creek            , Quimby Road                 ,37.32361,-121.80778,145, River Other,
TMJC1, G, Threemile Slough          , San Joaquin River           ,38.09,-121.68667,8, River Other, Threemile Slough - SJ R 
TMWC1, G, Threemile Slough          , Isleton                     ,38.10584,-121.7,15, River Other, Threemile Slgh - Isleton
TSGC1, G, Threemile Slough          , San Joaquin River           ,38.10333,-121.68611,10, River Other, Threemile Slough - SJ R 
RGZB1, R, Tijuana River             , Rodriguez Reservoir         ,32.44417,-116.90833,403, Reservoir Reservoir,
IBTC1, G, Tijuana River             , International Boundary      ,32.54167,-117.0375,80, River Other,
TIJC1, G, Tijuana River             , US / Mexico Border          ,32.54805,-117.05055,1, River Other,
TIQC1, G, Tijuana River             , Imperial Beach              ,32.56833,-117.13139,5, River Other, Tijuana - Imperial Beach
TJAC1, R, Tijuana River             , US / Mexico Border          ,32.54222,-117.03889,50, River Other,
TJRC1, R, Tijuana River             , San Ysidro                  ,32.55639,-117.06167,30, River Other,
GOCC1, R, Tijuana River Estuary     , Goat Canyon                 ,32.53667,-117.09944,110, River Other,
UGGC1, R, Tijuana River Estuary     , Smugglers Gulch             ,32.53972,-117.08695,74, River Other,
TPIC1, G, Tom Paine Slough          , Above Intake Structure      ,37.79,-121.41861,9, River Other, Tom Paine Slgh - Ab Intk
TPMC1, G, Tom Paine Slough          , Tracy                       ,37.79083,-121.4175,9, River Other,
TPPC1, G, Tom Paine Slough          , Pescadero                   ,37.76722,-121.35,10, River Other,
TONN2, G, Tonkin Spring             , Outflow Above Denay Creek   ,39.90472,-116.4125,6490, River Other, 
TPCN2, G, Topaz Canal               , Below Topaz Lake            ,38.69556,-119.50806,5006, River Other,
TWCN2, G, Town Wash                 , Mesquite                    ,36.7997,-114.0731,1570, River Other,
TWDN2, R, Town Wash                 , Detention Basin             ,36.82583,-114.07333,1570, River Other,
TESC1, G, Tres Pinos Creek          , Tres Pinos                  ,36.76472,-121.29583,515, River Other,
HOOC1, G, Trinity River             , Hoopa                       ,41.05,-123.6725,275, River Forecast, Trinity - Hoopa         
CEGC1, G, Trinity River             , Trinity Lake                ,40.80139,-122.76222,2370, Reservoir Reservoir,
LLKC1, G, Trinity River             , Lewiston Lake               ,40.725,-122.795,1910, Reservoir Reservoir,
BURC1, G, Trinity River             , Burnt Ranch                 ,40.78889,-123.43889,944, River Other,
DCYC1, G, Trinity River             , Douglas City                ,40.64722,-122.95472,1598, River Other, Trinity - Douglas City  
TCCC1, G, Trinity River             , Above Coffee Creek          ,41.11139,-122.70444,2537, River Other,
TLKC1, G, Trinity River             , Below Limekiln Gulch        ,40.67278,-122.91944,1650, River Other,
TRHC1, G, Trinity River             , Trinity River Hatchery      ,40.72639,-122.79472,1860, River Other, Trinity - Trinity Htchry
TRJC1, G, Trinity River             , Junction City               ,40.72861,-123.06083,1445, River Other,
TRNC1, G, Trinity River             , Above North Fork Trinity R  ,40.76722,-123.11333,1380, River Other, Trinity - Abv NF Trinity 
TRWC1, G, Trinity River             , Lewiston                    ,40.71944,-122.8025,1816, River Other, Trinity - Lewiston      
